ID	Overall Result	RE Station Result	FE Station Result	ODP Station Result	SS Station Result	Time	RE Valid Master	RE Part Present	RE Part Orientation	RE Part Valid	RE Inner Bright	RE Inner Small Dark	RE Inner Large	RE Outer Bright	RE Outer Small Dark	RE Outer Large Dark	RE IDA Bright	RE IDA Large Dark	RE IDA Small Dark	RE ODA Bright	RE ODA Large Dark	RE ODA Small Dark	RE M Center X	RE M Center Y	RE UUT Center X	RE UUT Center Y	FE Valid Master	FE Part Orientation	FE Part Valid	FE Inner Diameter	FE Obstruction	FE Chip	FE  Inner Dia Min	FE Inner Dia Max	FE  Obstr Area	FE Chip Area	ODP Position	ODP Length	ODP Bumps	ODP Chips	ODP Envelope	ODP Nose	ODP # Images	ODP Length mm	ODP Max Bump mm	ODP Max Chip mm	ODP Env mm	ODP Max Env Frame	ODP  Nose W Min/Max	ODP  W Min/Max Frame	ODP Mdn OD mm	SS Valid	SS Bright Defect	SS Blemish Defect	SS Spot/Crack Defect	SS Bright DA mm^2	SS Blemish DA mm^2	SS Spot/Crack DA mm^2	SS  # Frames
149	Good	Pass	Pass	Pass	Pass	8:51:31.670 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.018455	0.065152	0.007749	0.000000	0.000000	0.000000	500.023865	479.857452	548.461914	497.453369	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.955960	0.000000	0.007144	Pass	Pass	Pass	Pass	Pass	Pass	59	33.744312	0.000000	0.000000	5.122556	36	4.337671	33	4.909391	Pass	Pass	Pass	Pass	0.025578	0.103194	0.000000	59
150	Good	Pass	Pass	Pass	Pass	8:51:34.319 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	540.203735	499.978882	Pass	Pass	Pass	Pass	Pass	Pass	2.910600	2.963520	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.165108	0.000000	0.000000	5.082284	47	4.362491	54	4.950710	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	59
151	Good	Pass	Pass	Pass	Pass	8:51:37.044 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	538.105347	491.370941	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.978640	0.000000	0.031892	Pass	Pass	Pass	Pass	Pass	Pass	59	33.603363	0.000000	0.000000	5.244553	53	4.383609	40	4.821540	Pass	Pass	Pass	Pass	0.000000	0.097020	0.033957	59
152	Good	Pass	Pass	Pass	Pass	8:51:39.738 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	539.644958	486.888458	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.978640	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.702904	0.000000	0.000000	5.137033	7	4.462483	51	4.806586	Pass	Pass	Pass	Pass	0.036603	0.137151	0.000000	59
153	Good	Pass	Pass	Pass	Pass	8:51:42.388 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	561.621582	507.348328	Pass	Pass	Pass	Pass	Pass	Pass	2.835000	2.918160	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.764046	0.000000	0.000000	5.164561	21	4.287741	0	4.891298	Pass	Pass	Pass	Pass	0.032193	0.000000	0.044982	59
154	Good	Pass	Pass	Pass	Pass	8:51:45.149 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	538.401794	515.929321	Pass	Pass	Pass	Pass	Pass	Pass	2.918160	2.963520	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.224686	0.000000	0.000000	5.030990	33	4.342769	51	4.942414	Pass	Pass	Pass	Pass	0.042777	0.094815	0.036603	59
155	Good	Pass	Pass	Pass	Pass	8:51:47.780 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.085595	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	512.074890	505.851440	Pass	Pass	Pass	Pass	Pass	Pass	2.918160	2.978640	0.000000	0.042579	Pass	Pass	Pass	Pass	Pass	Pass	59	33.744011	0.000000	0.000000	5.114859	7	4.391108	52	4.792372	Pass	Pass	Pass	Pass	0.000000	0.000000	0.062622	59
156	Good	Pass	Pass	Pass	Pass	8:54:45.948 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	509.904755	499.017670	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.963520	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.543396	0.000000	0.000000	5.114353	8	4.472728	24	4.794827	Pass	Pass	Pass	Pass	0.000000	0.080703	0.054684	59
157	Good	Pass	Pass	Pass	Pass	8:54:48.623 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	525.854675	531.965088	Pass	Pass	Pass	Pass	Pass	Pass	2.925720	2.971080	0.000000	0.009259	Pass	Pass	Pass	Pass	Pass	Pass	59	33.844398	0.000000	0.000000	5.081293	12	4.268522	54	4.911222	Pass	Pass	Pass	Pass	0.000000	0.000000	0.073206	59
158	Fail	Pass	Pass	Pass	Fail	8:54:53.991 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	510.995392	487.591919	Pass	Pass	Pass	Pass	Pass	Pass	2.963520	2.986200	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.823406	0.000000	0.000000	5.046053	31	4.407058	52	4.934866	Pass	Pass	Pass	Fail	0.000000	0.000000	0.113337	59
159	Good	Pass	Pass	Pass	Pass	8:54:56.701 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.015804	0.064081	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	585.174011	481.914307	Pass	Pass	Pass	Pass	Pass	Pass	2.887920	2.887920	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.842537	0.000000	0.000000	5.144909	55	4.282684	9	4.900866	Pass	Pass	Pass	Pass	0.042777	0.000000	0.054243	59
160	Good	Pass	Pass	Pass	Pass	8:54:59.408 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	514.117004	489.587067	Pass	Pass	Pass	Pass	Pass	Pass	2.903040	2.918160	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.763077	0.000000	0.000000	5.164826	41	4.285811	58	4.944789	Pass	Pass	Pass	Pass	0.000000	0.000000	0.044100	59
161	Good	Pass	Pass	Pass	Pass	8:55:02.049 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	510.595825	490.015320	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.993760	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.905445	54.761410	0.000000	5.047903	37	4.418097	25	4.840256	Pass	Pass	Pass	Pass	0.000000	0.105399	0.036603	59
162	Good	Pass	Pass	Pass	Pass	8:55:04.767 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	529.014648	471.798584	Pass	Pass	Pass	Pass	Pass	Pass	2.955960	2.955960	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.164814	0.000000	0.000000	5.000904	23	4.209051	41	4.909927	Pass	Pass	Pass	Pass	0.000000	0.100548	0.044100	59
163	Good	Pass	Pass	Pass	Pass	8:55:07.370 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.040478	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	526.798950	473.312714	Pass	Pass	Pass	Pass	Pass	Pass	2.955960	2.955960	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.704380	0.000000	0.000000	5.124326	55	4.339728	23	4.842215	Pass	Pass	Pass	Pass	0.029988	0.100107	0.044982	59
164	Good	Pass	Pass	Pass	Pass	8:55:10.031 AM 9/14/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	546.915833	435.694305	Pass	Pass	Pass	Pass	Pass	Pass	2.880360	2.903040	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.686481	0.000000	0.000000	5.107217	33	4.214218	56	4.913042	Pass	Pass	Pass	Pass	0.071001	0.107604	0.033516	59
